timestamp,session_id,temperature,humidity,light,study_duration,posture,user_presence,owner_mode,focus_score,fatigue_score,productivity_class,recommendation
2026-07-01T01:41:54.593815,SESS_0014,26.2,46.7,509.9,63.9,Good,1,0,92.3,25.6,High Focus,Excellent Focus
2026-07-01T02:06:54.593815,SESS_0014,24.1,51.4,428.6,5.0,Good,1,1,94.1,5.0,High Focus,Excellent Focus
2026-07-01T02:31:54.593815,SESS_0014,26.7,48.0,430.4,10.8,Slight Lean,1,1,87.5,13.3,High Focus,Excellent Focus
2026-07-01T02:56:54.593815,SESS_0014,23.7,51.6,445.0,44.1,Good,1,1,95.0,19.4,High Focus,Excellent Focus
2026-07-01T03:21:54.593815,SESS_0014,25.9,49.9,355.0,5.0,Slight Lean,1,1,95.4,4.1,High Focus,Excellent Focus
2026-07-01T03:46:54.593815,SESS_0014,22.4,56.1,388.8,30.5,Good,1,0,93.1,15.4,High Focus,Excellent Focus
2026-07-01T04:11:54.593815,SESS_0014,25.3,54.0,517.9,11.2,Good,1,1,97.6,4.9,High Focus,Excellent Focus
2026-07-01T04:36:54.593815,SESS_0014,25.3,50.9,432.5,11.9,Good,1,1,94.2,7.1,High Focus,Excellent Focus
2026-07-01T05:01:54.593815,SESS_0015,24.8,55.9,525.9,50.4,Poor,1,1,76.9,46.8,Moderate Focus,Good Productivity
2026-07-01T05:26:54.593815,SESS_0015,22.3,50.5,472.0,45.7,Good,1,1,96.3,13.1,High Focus,Excellent Focus
2026-07-01T05:51:54.593815,SESS_0015,23.7,52.1,400.4,131.8,Good,0,1,0.0,0.0,Inactive,User Absent
2026-07-01T06:16:54.593815,SESS_0015,25.1,55.9,476.2,32.0,Good,1,1,97.1,10.3,High Focus,Excellent Focus
2026-07-01T06:41:54.593815,SESS_0015,24.7,52.9,482.4,10.4,Slight Lean,1,1,94.4,8.9,High Focus,Excellent Focus
2026-07-01T07:06:54.593815,SESS_0015,22.7,55.0,465.0,92.1,Good,1,1,87.4,34.6,High Focus,Excellent Focus
2026-07-01T07:31:54.593815,SESS_0015,23.5,54.1,465.3,44.1,Good,1,1,99.0,12.4,High Focus,Excellent Focus
2026-07-01T07:56:54.593815,SESS_0015,23.4,58.8,418.1,7.4,Good,1,1,96.1,6.4,High Focus,Excellent Focus
2026-07-01T08:21:54.593815,SESS_0015,24.2,50.5,482.2,37.4,Moderate Lean,1,0,85.4,21.6,High Focus,Excellent Focus
2026-07-01T08:46:54.593815,SESS_0015,24.9,56.1,395.7,27.5,Slight Lean,1,0,86.8,22.5,High Focus,Excellent Focus
2026-07-01T09:11:54.593815,SESS_0015,26.8,49.1,508.4,12.8,Slight Lean,1,1,96.5,5.0,High Focus,Excellent Focus
2026-07-01T09:36:54.593815,SESS_0015,23.5,48.9,470.1,29.3,Good,1,1,97.4,7.6,High Focus,Excellent Focus
2026-07-01T10:01:54.593815,SESS_0015,25.0,53.9,380.3,16.2,Slight Lean,1,1,92.4,12.7,High Focus,Excellent Focus
2026-07-01T10:26:54.593815,SESS_0015,27.2,50.1,566.3,5.0,Good,1,1,96.1,5.3,High Focus,Excellent Focus
2026-07-01T10:51:54.593815,SESS_0015,25.3,47.8,488.5,5.0,Poor,1,1,78.3,37.3,Moderate Focus,Good Productivity
2026-07-01T11:16:54.593815,SESS_0016,24.1,55.6,419.3,63.5,Slight Lean,1,1,87.9,27.5,High Focus,Excellent Focus
2026-07-01T11:41:54.593815,SESS_0016,26.2,51.5,596.0,5.0,Good,1,1,95.6,4.9,High Focus,Excellent Focus
2026-07-01T12:06:54.593815,SESS_0016,25.0,52.8,509.1,49.3,Good,1,0,92.0,18.3,High Focus,Excellent Focus
2026-07-01T12:31:54.593815,SESS_0016,21.9,52.8,424.8,36.7,Good,1,1,90.2,20.2,High Focus,Excellent Focus
2026-07-01T12:56:54.593815,SESS_0016,24.5,51.9,479.9,76.3,Good,1,1,94.0,24.9,High Focus,Excellent Focus
2026-07-01T13:21:54.593815,SESS_0016,25.8,50.0,493.4,62.4,Slight Lean,1,1,92.5,22.3,High Focus,Excellent Focus
2026-07-01T13:46:54.593815,SESS_0016,24.2,46.8,462.3,47.5,Poor,1,1,80.5,43.4,High Focus,Excellent Focus
2026-07-01T14:11:54.593815,SESS_0016,26.0,52.7,478.7,37.3,Slight Lean,1,1,95.0,13.3,High Focus,Excellent Focus
2026-07-01T14:36:54.593815,SESS_0016,25.2,42.2,483.2,6.3,Good,1,1,95.5,5.8,High Focus,Excellent Focus
2026-07-01T15:01:54.593815,SESS_0016,24.6,52.9,476.5,14.9,Moderate Lean,1,1,89.8,9.6,High Focus,Excellent Focus
2026-07-01T15:26:54.593815,SESS_0016,24.9,52.0,440.3,9.7,Good,1,1,99.6,4.7,High Focus,Excellent Focus
2026-07-01T15:51:54.593815,SESS_0016,24.2,56.2,487.4,150.0,Good,1,1,83.3,40.9,High Focus,Excellent Focus
2026-07-01T16:16:54.593815,SESS_0016,23.9,49.7,444.7,5.0,Slight Lean,1,1,92.6,8.9,High Focus,Excellent Focus
2026-07-01T16:41:54.593815,SESS_0016,24.7,51.0,501.8,14.6,Good,1,0,97.1,7.3,High Focus,Excellent Focus
2026-07-01T17:06:54.593815,SESS_0016,27.7,47.3,469.6,87.1,Good,1,1,87.1,34.3,High Focus,Excellent Focus
2026-07-01T17:31:54.593815,SESS_0017,22.9,44.7,507.1,58.7,Good,1,1,96.3,18.3,High Focus,Excellent Focus
2026-07-01T17:56:54.593815,SESS_0017,24.3,49.6,479.2,12.0,Slight Lean,1,1,93.4,10.2,High Focus,Excellent Focus
2026-07-01T18:21:54.593815,SESS_0017,22.4,51.6,479.2,5.0,Slight Lean,1,0,90.8,7.5,High Focus,Excellent Focus
2026-07-01T18:46:54.593815,SESS_0017,27.4,46.8,478.0,15.7,Slight Lean,1,1,91.9,14.6,High Focus,Excellent Focus
2026-07-01T19:11:54.593815,SESS_0017,22.6,45.4,553.6,89.1,Moderate Lean,1,1,80.7,43.3,High Focus,Excellent Focus
2026-07-01T19:36:54.593815,SESS_0017,22.9,45.4,459.7,73.5,Slight Lean,1,0,89.9,27.6,High Focus,Excellent Focus
2026-07-01T20:01:54.593815,SESS_0017,25.5,52.0,545.1,5.0,Good,1,1,99.6,0.0,High Focus,Excellent Focus
2026-07-01T20:26:54.593815,SESS_0017,24.6,51.3,566.1,45.6,Moderate Lean,1,1,87.2,24.5,High Focus,Excellent Focus
2026-07-01T20:51:54.593815,SESS_0017,22.6,47.6,540.0,43.3,Good,1,1,94.6,15.5,High Focus,Excellent Focus
2026-07-01T21:16:54.593815,SESS_0017,23.9,52.0,444.6,57.8,Slight Lean,1,1,93.6,19.7,High Focus,Excellent Focus
2026-07-01T21:41:54.593815,SESS_0017,22.5,56.3,463.9,38.2,Good,1,1,95.0,15.5,High Focus,Excellent Focus
2026-07-01T22:06:54.593815,SESS_0017,26.2,49.0,481.9,138.3,Good,1,1,83.6,42.8,High Focus,Excellent Focus
2026-07-01T22:31:54.593815,SESS_0017,24.6,51.9,556.4,66.8,Good,1,1,95.1,20.3,High Focus,Excellent Focus
2026-07-01T22:56:54.593815,SESS_0017,25.0,52.9,469.5,10.2,Good,1,1,94.9,4.7,High Focus,Excellent Focus
2026-07-01T23:21:54.593815,SESS_0017,27.4,47.1,468.9,87.2,Slight Lean,1,1,86.2,33.6,High Focus,Excellent Focus
2026-07-01T23:46:54.593815,SESS_0018,25.8,52.1,493.3,75.0,Poor,1,1,76.8,54.4,Moderate Focus,Good Productivity
2026-07-02T00:11:54.593815,SESS_0018,24.2,56.6,504.5,59.9,Good,1,1,97.0,16.4,High Focus,Excellent Focus
2026-07-02T00:36:54.593815,SESS_0018,25.2,52.1,481.5,110.8,Good,1,1,89.8,34.2,High Focus,Excellent Focus
2026-07-02T01:01:54.593815,SESS_0018,23.8,53.1,541.9,52.8,Slight Lean,1,1,92.4,24.3,High Focus,Excellent Focus
2026-07-02T01:26:54.593815,SESS_0018,26.0,44.4,483.9,33.3,Moderate Lean,1,0,85.9,23.0,High Focus,Excellent Focus
2026-07-02T01:51:54.593815,SESS_0018,26.3,53.4,473.1,5.0,Moderate Lean,1,1,85.1,17.4,High Focus,Excellent Focus
2026-07-02T02:16:54.593815,SESS_0018,23.2,55.5,458.9,9.1,Good,1,1,99.3,3.6,High Focus,Excellent Focus
2026-07-02T02:41:54.593815,SESS_0018,22.8,52.6,539.8,32.3,Poor,1,1,78.6,39.3,Moderate Focus,Good Productivity
2026-07-02T03:06:54.593815,SESS_0018,23.0,49.4,439.0,83.7,Good,1,1,94.4,25.9,High Focus,Excellent Focus
2026-07-02T03:31:54.593815,SESS_0018,24.8,54.3,409.1,47.6,Moderate Lean,1,1,83.1,30.5,High Focus,Excellent Focus
2026-07-02T03:56:54.593815,SESS_0018,23.7,51.6,438.2,26.2,Slight Lean,1,1,91.9,14.9,High Focus,Excellent Focus
2026-07-02T04:21:54.593815,SESS_0018,26.7,58.0,583.1,45.1,Good,1,1,96.5,13.8,High Focus,Excellent Focus
2026-07-02T04:46:54.593815,SESS_0018,25.7,51.0,545.6,5.0,Good,1,1,96.1,4.5,High Focus,Excellent Focus
2026-07-02T05:11:54.593815,SESS_0018,25.5,54.3,484.4,23.2,Good,1,1,99.8,5.4,High Focus,Excellent Focus
2026-07-02T05:36:54.593815,SESS_0018,23.3,48.0,473.2,10.0,Good,1,1,99.8,3.6,High Focus,Excellent Focus
2026-07-02T06:01:54.593815,SESS_0019,23.1,57.5,541.1,5.0,Good,1,1,96.8,6.2,High Focus,Excellent Focus
2026-07-02T06:26:54.593815,SESS_0019,24.1,55.2,383.1,35.4,Slight Lean,1,1,90.6,16.6,High Focus,Excellent Focus
2026-07-02T06:51:54.593815,SESS_0019,24.7,44.8,496.2,12.0,Slight Lean,0,1,0.0,0.0,Inactive,User Absent
2026-07-02T07:16:54.593815,SESS_0019,24.3,54.6,470.3,73.8,Slight Lean,1,1,91.2,26.5,High Focus,Excellent Focus
2026-07-02T07:41:54.593815,SESS_0019,22.9,40.9,478.6,23.0,Slight Lean,1,1,96.1,11.0,High Focus,Excellent Focus
2026-07-02T08:06:54.593815,SESS_0019,25.6,52.2,425.1,5.8,Good,0,1,0.0,0.0,Inactive,User Absent
2026-07-02T08:31:54.593815,SESS_0019,25.6,55.3,475.0,12.1,Slight Lean,1,1,92.8,10.8,High Focus,Excellent Focus
2026-07-02T08:56:54.593815,SESS_0019,24.2,48.1,433.9,57.0,Good,1,1,97.9,15.9,High Focus,Excellent Focus
2026-07-02T09:21:54.593815,SESS_0019,24.5,48.4,358.8,17.1,Slight Lean,1,1,93.5,11.1,High Focus,Excellent Focus
2026-07-02T09:46:54.593815,SESS_0019,24.6,53.5,484.8,5.0,Good,1,1,94.5,6.0,High Focus,Excellent Focus
2026-07-02T10:11:54.593815,SESS_0019,25.6,46.6,494.7,24.9,Good,1,1,94.4,11.9,High Focus,Excellent Focus
2026-07-02T10:36:54.593815,SESS_0019,25.0,48.2,464.2,6.6,Moderate Lean,1,1,86.9,13.5,High Focus,Excellent Focus
2026-07-02T11:01:54.593815,SESS_0019,24.8,55.0,429.2,78.7,Good,1,1,91.9,27.3,High Focus,Excellent Focus
2026-07-02T11:26:54.593815,SESS_0019,24.7,52.3,570.6,5.0,Slight Lean,1,0,87.6,9.3,High Focus,Excellent Focus
2026-07-02T11:51:54.593815,SESS_0019,25.1,54.2,361.9,42.1,Good,1,1,92.3,17.2,High Focus,Excellent Focus
2026-07-02T12:16:54.593815,SESS_0020,24.6,55.9,482.9,24.6,Poor,1,1,79.8,37.2,Moderate Focus,Good Productivity
2026-07-02T12:41:54.593815,SESS_0020,23.8,47.7,486.1,9.2,Good,1,1,100.0,1.8,High Focus,Excellent Focus
2026-07-02T13:06:54.593815,SESS_0020,25.2,52.1,478.4,59.1,Good,1,1,97.2,17.5,High Focus,Excellent Focus
2026-07-02T13:31:54.593815,SESS_0020,24.2,62.2,494.9,69.1,Good,1,1,92.2,27.0,High Focus,Excellent Focus
2026-07-02T13:56:54.593815,SESS_0020,23.7,44.6,490.0,63.0,Good,1,1,98.5,18.9,High Focus,Excellent Focus
2026-07-02T14:21:54.593815,SESS_0020,23.9,55.5,483.4,6.9,Slight Lean,1,1,95.5,7.7,High Focus,Excellent Focus
2026-07-02T14:46:54.593815,SESS_0020,25.4,53.9,458.6,94.6,Good,1,1,89.5,33.5,High Focus,Excellent Focus
2026-07-02T15:11:54.593815,SESS_0020,23.2,52.5,583.1,5.0,Good,1,0,89.8,11.7,High Focus,Excellent Focus
2026-07-02T15:36:54.593815,SESS_0020,24.8,52.8,480.3,21.6,Good,1,1,95.3,10.7,High Focus,Excellent Focus
2026-07-02T16:01:54.593815,SESS_0020,24.2,54.5,539.4,50.8,Good,1,1,100.0,11.5,High Focus,Excellent Focus
2026-07-02T16:26:54.593815,SESS_0020,25.3,51.9,495.2,31.1,Slight Lean,1,1,92.3,17.2,High Focus,Excellent Focus
2026-07-02T16:51:54.593815,SESS_0020,26.3,50.6,373.9,27.3,Good,1,1,92.9,13.2,High Focus,Excellent Focus
2026-07-02T17:16:54.593815,SESS_0020,25.9,52.9,438.0,69.9,Good,1,1,92.1,24.8,High Focus,Excellent Focus
2026-07-02T17:41:54.593815,SESS_0020,24.0,47.8,560.8,42.1,Good,1,1,95.8,12.4,High Focus,Excellent Focus
2026-07-02T18:06:54.593815,SESS_0020,26.2,50.6,541.3,150.0,Good,1,1,81.1,44.4,High Focus,Excellent Focus
2026-07-02T18:31:54.593815,SESS_0021,22.8,55.2,456.8,7.7,Poor,1,1,79.9,33.4,Moderate Focus,Good Productivity
2026-07-02T18:56:54.593815,SESS_0021,25.2,49.2,518.9,41.2,Slight Lean,1,1,94.4,18.8,High Focus,Excellent Focus
2026-07-02T19:21:54.593815,SESS_0021,23.1,48.6,505.7,82.0,Slight Lean,1,0,86.2,35.4,High Focus,Excellent Focus
2026-07-02T19:46:54.593815,SESS_0021,25.4,46.8,521.7,95.1,Slight Lean,1,1,88.7,37.9,High Focus,Excellent Focus
2026-07-02T20:11:54.593815,SESS_0021,24.3,47.6,535.4,31.6,Good,1,1,96.9,11.4,High Focus,Excellent Focus
2026-07-02T20:36:54.593815,SESS_0021,24.4,50.3,432.9,5.0,Good,1,1,97.4,4.1,High Focus,Excellent Focus
2026-07-02T21:01:54.593815,SESS_0021,25.5,49.5,505.7,56.1,Slight Lean,1,1,92.4,23.0,High Focus,Excellent Focus
2026-07-02T21:26:54.593815,SESS_0021,23.8,53.3,460.7,5.0,Moderate Lean,1,1,88.7,15.3,High Focus,Excellent Focus
2026-07-02T21:51:54.593815,SESS_0021,24.2,49.8,479.0,14.3,Slight Lean,1,1,93.8,7.4,High Focus,Excellent Focus
2026-07-02T22:16:54.593815,SESS_0021,25.6,54.7,436.8,5.0,Slight Lean,1,0,90.9,12.9,High Focus,Excellent Focus
2026-07-02T22:41:54.593815,SESS_0021,24.4,50.4,483.5,5.0,Good,1,1,100.0,1.8,High Focus,Excellent Focus
2026-07-02T23:06:54.593815,SESS_0021,26.1,51.9,512.1,70.7,Good,1,1,93.9,25.3,High Focus,Excellent Focus
2026-07-02T23:31:54.593815,SESS_0021,20.7,53.4,447.3,59.5,Good,1,1,88.7,27.5,High Focus,Excellent Focus
2026-07-02T23:56:54.593815,SESS_0021,24.8,58.4,424.3,39.9,Good,1,1,98.8,12.3,High Focus,Excellent Focus
2026-07-03T00:21:54.593815,SESS_0021,24.6,45.4,467.7,26.8,Moderate Lean,1,1,86.8,20.5,High Focus,Excellent Focus
2026-07-03T00:46:54.593815,SESS_0022,24.7,56.2,510.6,28.2,Good,1,0,92.7,14.6,High Focus,Excellent Focus
2026-07-03T01:11:54.593815,SESS_0022,23.5,46.4,449.4,6.0,Poor,1,1,79.9,33.3,Moderate Focus,Good Productivity
2026-07-03T01:36:54.593815,SESS_0022,21.6,52.6,418.0,13.2,Poor,1,1,78.1,35.0,Moderate Focus,Good Productivity
2026-07-03T02:01:54.593815,SESS_0022,24.1,48.4,496.0,28.8,Good,1,0,97.1,10.7,High Focus,Excellent Focus
2026-07-03T02:26:54.593815,SESS_0022,24.2,48.3,470.3,38.4,Good,1,1,96.7,11.7,High Focus,Excellent Focus
2026-07-03T02:51:54.593815,SESS_0022,26.0,51.1,575.1,150.0,Slight Lean,1,1,78.9,45.5,Moderate Focus,Good Productivity
2026-07-03T03:16:54.593815,SESS_0022,23.6,46.2,387.1,21.2,Poor,1,1,79.1,39.0,Moderate Focus,Good Productivity
2026-07-03T03:41:54.593815,SESS_0022,22.3,54.1,455.8,11.9,Good,1,1,95.7,7.5,High Focus,Excellent Focus
2026-07-03T04:06:54.593815,SESS_0022,23.6,48.5,497.1,19.4,Moderate Lean,1,0,81.2,22.6,High Focus,Excellent Focus
2026-07-03T04:31:54.593815,SESS_0022,24.2,47.5,473.4,5.0,Moderate Lean,1,1,88.8,13.2,High Focus,Excellent Focus
2026-07-03T04:56:54.593815,SESS_0022,24.3,55.3,537.9,18.0,Good,1,1,96.6,7.9,High Focus,Excellent Focus
2026-07-03T05:21:54.593815,SESS_0022,25.5,51.8,527.7,51.5,Good,1,0,93.2,19.8,High Focus,Excellent Focus
2026-07-03T05:46:54.593815,SESS_0022,23.5,45.1,447.7,26.6,Moderate Lean,1,1,86.2,20.6,High Focus,Excellent Focus
2026-07-03T06:11:54.593815,SESS_0022,24.7,47.4,543.3,42.3,Slight Lean,1,1,92.0,19.3,High Focus,Excellent Focus
2026-07-03T06:36:54.593815,SESS_0022,25.7,57.4,442.7,12.9,Good,1,1,97.4,4.8,High Focus,Excellent Focus
2026-07-03T07:01:54.593815,SESS_0023,26.4,50.1,494.4,99.4,Good,1,1,90.6,31.5,High Focus,Excellent Focus
2026-07-03T07:26:54.593815,SESS_0023,23.5,44.6,538.6,36.8,Good,1,0,94.9,16.0,High Focus,Excellent Focus
2026-07-03T07:51:54.593815,SESS_0023,23.0,49.6,424.7,88.3,Good,1,1,89.7,30.9,High Focus,Excellent Focus
2026-07-03T08:16:54.593815,SESS_0023,23.9,51.2,471.9,40.5,Moderate Lean,1,1,87.4,22.4,High Focus,Excellent Focus
2026-07-03T08:41:54.593815,SESS_0023,22.1,48.2,528.2,18.1,Good,1,1,99.1,8.3,High Focus,Excellent Focus
2026-07-03T09:06:54.593815,SESS_0023,23.9,50.8,422.7,5.0,Good,1,0,93.8,7.5,High Focus,Excellent Focus
2026-07-03T09:31:54.593815,SESS_0023,23.9,50.6,475.6,7.0,Moderate Lean,1,1,88.0,11.0,High Focus,Excellent Focus
2026-07-03T09:56:54.593815,SESS_0023,24.0,50.7,491.4,87.7,Slight Lean,1,0,88.1,34.4,High Focus,Excellent Focus
2026-07-03T10:21:54.593815,SESS_0023,24.3,52.6,401.5,31.2,Slight Lean,1,0,86.8,21.3,High Focus,Excellent Focus
2026-07-03T10:46:54.593815,SESS_0023,22.8,56.5,492.5,71.7,Slight Lean,1,1,86.1,31.0,High Focus,Excellent Focus
2026-07-03T11:11:54.593815,SESS_0023,23.4,48.8,471.6,12.6,Good,1,1,95.9,7.3,High Focus,Excellent Focus
2026-07-03T11:36:54.593815,SESS_0023,25.2,54.4,388.8,6.0,Good,1,1,99.0,1.1,High Focus,Excellent Focus
2026-07-03T12:01:54.593815,SESS_0023,21.0,50.0,535.0,38.8,Good,1,0,95.7,13.3,High Focus,Excellent Focus
2026-07-03T12:26:54.593815,SESS_0023,22.7,50.9,451.6,31.3,Good,1,1,96.4,12.1,High Focus,Excellent Focus
2026-07-03T12:51:54.593815,SESS_0023,26.0,51.3,495.4,5.3,Slight Lean,0,0,0.0,0.0,Inactive,User Absent
2026-07-03T13:16:54.593815,SESS_0024,24.0,48.7,523.7,83.9,Slight Lean,1,1,90.0,30.9,High Focus,Excellent Focus
2026-07-03T13:41:54.593815,SESS_0024,26.1,50.8,391.3,13.5,Good,1,1,97.2,7.1,High Focus,Excellent Focus
2026-07-03T14:06:54.593815,SESS_0024,23.5,51.8,359.0,27.1,Good,1,1,96.3,10.8,High Focus,Excellent Focus
2026-07-03T14:31:54.593815,SESS_0024,24.4,52.0,506.1,34.1,Slight Lean,1,0,92.6,17.7,High Focus,Excellent Focus
2026-07-03T14:56:54.593815,SESS_0024,24.2,50.5,530.2,28.6,Good,1,0,95.3,12.1,High Focus,Excellent Focus
2026-07-03T15:21:54.593815,SESS_0024,24.5,49.6,536.2,47.2,Slight Lean,1,1,95.9,15.3,High Focus,Excellent Focus
2026-07-03T15:46:54.593815,SESS_0024,23.5,55.0,453.4,13.1,Good,1,0,94.6,9.4,High Focus,Excellent Focus
2026-07-03T16:11:54.593815,SESS_0024,25.5,52.8,447.9,56.0,Good,1,1,95.7,19.3,High Focus,Excellent Focus
2026-07-03T16:36:54.593815,SESS_0024,26.2,53.0,502.5,38.0,Good,1,0,93.4,14.8,High Focus,Excellent Focus
2026-07-03T17:01:54.593815,SESS_0024,24.3,48.4,446.2,17.2,Good,1,0,93.1,11.4,High Focus,Excellent Focus
2026-07-03T17:26:54.593815,SESS_0024,24.3,51.1,510.4,14.2,Good,1,1,97.9,4.4,High Focus,Excellent Focus
2026-07-03T17:51:54.593815,SESS_0024,25.4,54.3,399.6,10.6,Good,1,1,93.5,10.5,High Focus,Excellent Focus
2026-07-03T18:16:54.593815,SESS_0024,23.6,50.5,515.0,94.6,Good,1,0,87.2,33.4,High Focus,Excellent Focus
2026-07-03T18:41:54.593815,SESS_0024,25.4,46.7,483.0,17.7,Slight Lean,1,1,94.3,8.8,High Focus,Excellent Focus
2026-07-03T19:06:54.593815,SESS_0024,25.0,51.0,530.2,23.9,Slight Lean,1,1,97.6,10.2,High Focus,Excellent Focus
2026-07-03T19:31:54.593815,SESS_0025,24.8,49.3,520.4,69.2,Good,1,1,92.6,25.1,High Focus,Excellent Focus
2026-07-03T19:56:54.593815,SESS_0025,26.4,47.0,483.3,59.7,Good,1,0,91.1,21.2,High Focus,Excellent Focus
2026-07-03T20:21:54.593815,SESS_0025,23.5,49.6,453.8,55.2,Good,1,1,95.6,17.3,High Focus,Excellent Focus
2026-07-03T20:46:54.593815,SESS_0025,24.5,54.3,428.4,5.0,Good,1,0,94.5,5.4,High Focus,Excellent Focus
2026-07-03T21:11:54.593815,SESS_0025,23.6,49.9,412.7,74.0,Moderate Lean,1,0,78.4,41.6,Moderate Focus,Good Productivity
2026-07-03T21:36:54.593815,SESS_0025,23.6,50.4,527.2,96.3,Slight Lean,1,1,88.2,35.7,High Focus,Excellent Focus
2026-07-03T22:01:54.593815,SESS_0025,24.9,49.0,358.1,40.1,Slight Lean,1,1,91.2,19.6,High Focus,Excellent Focus
2026-07-03T22:26:54.593815,SESS_0025,23.4,51.7,483.4,57.3,Good,1,1,95.7,18.9,High Focus,Excellent Focus
2026-07-03T22:51:54.593815,SESS_0025,23.6,49.9,510.8,5.0,Slight Lean,1,1,96.7,5.2,High Focus,Excellent Focus
2026-07-03T23:16:54.593815,SESS_0025,24.3,41.1,480.8,24.5,Poor,1,1,79.6,36.7,Moderate Focus,Good Productivity
2026-07-03T23:41:54.593815,SESS_0025,23.8,50.5,457.3,69.1,Slight Lean,1,1,93.5,23.2,High Focus,Excellent Focus
2026-07-04T00:06:54.593815,SESS_0025,25.2,49.7,585.2,84.9,Good,1,1,92.2,27.4,High Focus,Excellent Focus
2026-07-04T00:31:54.593815,SESS_0025,22.3,53.9,498.8,53.7,Good,1,1,93.5,21.5,High Focus,Excellent Focus
2026-07-04T00:56:54.593815,SESS_0025,22.6,56.4,441.9,8.9,Moderate Lean,1,1,85.7,17.4,High Focus,Excellent Focus
2026-07-04T01:21:54.593815,SESS_0025,23.7,50.4,482.0,12.5,Moderate Lean,1,1,86.7,14.1,High Focus,Excellent Focus
2026-07-04T01:46:54.593815,SESS_0026,22.9,50.2,348.1,20.7,Good,1,1,98.5,7.9,High Focus,Excellent Focus
2026-07-04T02:11:54.593815,SESS_0026,24.5,50.1,481.1,45.3,Good,1,1,99.0,13.9,High Focus,Excellent Focus
2026-07-04T02:36:54.593815,SESS_0026,23.5,51.4,557.4,149.2,Good,1,0,81.0,44.9,High Focus,Excellent Focus
2026-07-04T03:01:54.593815,SESS_0026,24.0,49.0,485.1,17.1,Moderate Lean,1,1,92.1,13.7,High Focus,Excellent Focus
2026-07-04T03:26:54.593815,SESS_0026,22.6,53.3,513.8,24.5,Good,1,0,89.8,15.1,High Focus,Excellent Focus
2026-07-04T03:51:54.593815,SESS_0026,24.4,45.2,471.2,5.0,Slight Lean,1,1,97.2,4.9,High Focus,Excellent Focus
2026-07-04T04:16:54.593815,SESS_0026,24.6,50.3,447.5,10.2,Good,1,1,96.3,5.8,High Focus,Excellent Focus
2026-07-04T04:41:54.593815,SESS_0026,26.3,53.0,424.4,66.7,Slight Lean,1,0,86.2,28.5,High Focus,Excellent Focus
2026-07-04T05:06:54.593815,SESS_0026,26.7,46.9,522.4,16.9,Good,1,1,95.5,9.4,High Focus,Excellent Focus
2026-07-04T05:31:54.593815,SESS_0026,25.9,50.7,464.0,6.4,Slight Lean,1,1,93.6,6.4,High Focus,Excellent Focus
2026-07-04T05:56:54.593815,SESS_0026,24.3,51.1,509.2,11.1,Good,1,1,100.0,2.8,High Focus,Excellent Focus
2026-07-04T06:21:54.593815,SESS_0026,24.2,49.7,471.0,31.6,Slight Lean,1,1,97.0,10.1,High Focus,Excellent Focus
2026-07-04T06:46:54.593815,SESS_0026,24.4,50.3,418.4,9.4,Good,1,1,95.5,7.7,High Focus,Excellent Focus
2026-07-04T07:11:54.593815,SESS_0026,22.3,52.6,581.2,5.0,Slight Lean,0,1,0.0,0.0,Inactive,User Absent
2026-07-04T07:36:54.593815,SESS_0026,22.6,51.6,482.1,8.4,Slight Lean,0,1,0.0,0.0,Inactive,User Absent
2026-07-04T08:01:54.593815,SESS_0027,25.1,51.1,447.9,25.9,Good,1,1,97.6,7.4,High Focus,Excellent Focus
2026-07-04T08:26:54.593815,SESS_0027,25.7,55.9,538.8,7.1,Good,0,1,0.0,0.0,Inactive,User Absent
2026-07-04T08:51:54.593815,SESS_0027,26.6,52.2,464.3,5.0,Good,1,1,95.9,6.3,High Focus,Excellent Focus
2026-07-04T09:16:54.593815,SESS_0027,24.2,53.2,416.5,10.0,Good,1,1,97.7,4.1,High Focus,Excellent Focus
2026-07-04T09:41:54.593815,SESS_0027,23.8,51.9,458.2,26.2,Good,1,0,93.2,12.2,High Focus,Excellent Focus
2026-07-04T10:06:54.593815,SESS_0027,25.0,48.3,401.7,100.8,Good,1,1,87.2,39.8,High Focus,Excellent Focus
2026-07-04T10:31:54.593815,SESS_0027,26.5,48.9,386.7,62.0,Slight Lean,1,1,90.9,25.2,High Focus,Excellent Focus
2026-07-04T10:56:54.593815,SESS_0027,22.3,55.8,417.8,11.0,Good,1,0,91.0,10.3,High Focus,Excellent Focus
2026-07-04T11:21:54.593815,SESS_0027,23.9,53.4,485.3,23.0,Good,1,1,98.4,8.2,High Focus,Excellent Focus
2026-07-04T11:46:54.593815,SESS_0027,28.2,48.2,527.9,17.4,Moderate Lean,1,0,82.6,23.1,High Focus,Excellent Focus
2026-07-04T12:11:54.593815,SESS_0027,24.3,56.3,407.4,35.8,Moderate Lean,1,1,86.8,21.3,High Focus,Excellent Focus
2026-07-04T12:36:54.593815,SESS_0027,23.1,49.7,502.2,5.0,Good,1,1,92.1,9.4,High Focus,Excellent Focus
2026-07-04T13:01:54.593815,SESS_0027,25.1,52.4,541.8,59.0,Good,1,1,92.8,20.5,High Focus,Excellent Focus
2026-07-04T13:26:54.593815,SESS_0027,25.1,51.4,532.6,13.3,Good,1,1,96.1,7.1,High Focus,Excellent Focus
